no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,1,0,168,4,0,0,85.0,0,1
2,1,2,3,1,0,186,7,1,0,111.76,1,1
2,0,1,1,1,0,275,6,0,0,62.8,0,1
2,0,1,2,1,0,159,9,0,0,144.0,0,1
2,0,0,3,1,0,259,5,0,0,90.0,0,1
2,0,2,4,0,0,131,11,1,0,85.27,1,1
2,0,1,5,1,0,56,3,1,0,85.85,1,1
1,0,0,1,1,0,21,3,1,0,85.0,0,1
1,0,2,4,1,0,245,7,0,0,110.0,0,1
2,0,0,2,2,0,320,8,1,0,115.0,1,1
1,0,1,5,1,0,349,10,0,0,80.0,0,1
2,0,0,1,1,0,21,2,1,0,91.0,0,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,1,2,4,1,0,143,4,1,0,101.54,2,1
2,0,1,2,1,0,159,9,0,0,144.0,0,1
2,0,1,1,1,0,219,8,1,0,96.3,0,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,0,2,1,0,9,8,1,0,156.0,1,1
2,0,2,6,1,0,214,8,1,0,100.51,1,1
2,0,0,3,1,0,3,3,1,0,147.67,0,1
2,0,0,3,1,0,130,9,1,0,139.5,2,1
2,0,2,0,1,0,146,4,0,0,95.0,0,1
1,0,0,2,1,0,29,10,1,0,129.0,1,1
2,0,1,1,1,0,176,8,1,0,96.3,0,1
2,0,0,1,0,0,9,4,1,0,89.0,0,1
2,0,1,3,1,0,185,10,1,0,113.4,2,1
2,0,1,0,0,0,49,7,1,0,93.15,0,1
2,0,2,2,1,0,99,10,0,0,65.0,0,1
2,0,1,2,1,0,193,6,0,0,120.0,0,1
2,0,2,3,0,0,294,11,1,0,70.55,2,1
1,0,2,2,1,0,243,9,1,0,80.7,0,1
2,0,1,2,1,0,267,9,0,0,95.0,0,1
2,0,1,2,1,0,189,10,1,0,109.8,0,1
2,0,0,2,2,0,57,6,1,0,157.14,1,1
2,0,2,8,1,0,17,9,1,0,103.5,1,1
2,0,1,4,1,0,11,8,1,0,90.0,2,1
2,0,2,2,1,0,159,6,1,0,103.21,0,1
1,0,1,2,1,0,41,10,1,0,105.3,0,1
2,0,1,2,1,0,273,5,0,0,95.0,0,1
3,0,2,5,2,0,147,10,1,0,178.59,0,1
1,0,1,3,1,0,10,11,3,0,79.0,0,1
2,0,2,1,1,0,18,10,1,0,140.0,1,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,0,1,2,1,0,324,11,1,0,87.3,0,1
0,2,2,1,1,0,194,7,1,0,86.63,0,1
2,0,0,2,1,0,101,11,1,0,90.0,2,1
2,0,1,1,1,0,183,8,1,0,105.3,1,1
2,0,2,1,1,0,18,10,1,0,140.0,1,1
2,0,0,1,0,0,20,11,1,0,80.0,0,1
3,0,1,4,1,0,32,11,1,0,107.1,1,1
1,0,2,4,1,0,245,7,0,0,110.0,0,1
2,0,0,2,0,0,98,10,1,0,80.1,0,1
2,0,1,3,1,0,61,4,1,0,76.58,0,1
2,0,2,1,1,0,61,11,0,0,68.0,0,1
2,0,0,3,0,0,260,9,1,0,113.4,0,1
2,0,0,2,1,0,18,11,1,0,104.0,0,1
2,0,0,1,1,0,11,11,1,0,140.0,1,1
2,0,2,3,1,0,138,8,1,0,104.55,0,1
2,0,2,2,1,0,104,4,1,0,76.5,1,1
2,0,0,3,1,0,46,3,1,0,106.8,1,1
2,0,0,4,0,0,40,3,1,0,102.15,1,1
2,0,0,2,1,0,72,11,1,0,72.25,1,1
2,0,0,2,0,0,79,11,1,0,88.0,1,1
2,0,1,1,0,0,155,7,1,0,103.5,0,1
3,0,1,5,1,0,151,7,1,0,137.13,1,1
2,0,0,2,1,0,64,5,2,0,140.0,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
1,0,0,3,1,0,221,9,1,0,115.5,2,1
2,0,1,2,1,0,233,10,0,0,90.0,0,1
2,0,0,2,0,0,151,11,1,0,79.2,1,1
2,0,0,3,0,0,240,8,1,0,85.5,1,1
2,0,0,3,1,0,123,12,1,0,72.25,2,1
1,0,0,2,2,0,102,10,0,0,80.0,0,1
2,0,0,3,2,0,34,9,0,0,224.67,0,1
2,0,2,2,1,0,99,10,1,0,65.0,0,1
1,0,0,3,1,0,166,11,1,0,110.0,0,1
1,0,0,1,1,0,22,3,1,0,135.0,0,1
2,0,0,1,1,0,9,8,1,0,130.0,1,1
2,0,0,1,1,0,0,8,1,0,98.0,0,1
3,0,0,2,1,0,172,7,1,0,128.7,2,1
2,0,1,2,1,0,93,10,1,0,90.3,2,1
2,0,2,0,1,0,29,9,1,0,130.15,1,1
2,0,1,2,1,0,267,9,0,0,95.0,0,1
2,0,1,1,1,0,73,8,1,0,131.4,1,1
3,0,2,4,1,0,27,4,1,0,142.72,0,1
2,0,1,1,1,0,155,7,1,0,105.3,0,1
2,0,2,5,0,0,52,5,1,0,109.65,0,1
2,0,0,2,2,0,292,7,0,0,115.0,0,1
2,0,0,3,1,0,304,11,1,0,89.0,0,1
2,1,2,3,1,0,17,11,1,0,83.2,0,1
2,2,0,1,1,0,40,4,1,0,189.9,0,1
2,0,1,2,2,0,224,8,0,0,102.25,0,1
3,0,0,2,1,0,167,7,1,0,137.7,0,1
2,1,2,6,1,0,38,12,1,0,122.45,0,1
2,0,1,3,1,0,250,9,1,0,95.0,0,1
2,0,0,1,0,0,84,12,1,0,79.2,0,1
2,0,0,3,1,0,97,11,1,0,90.0,1,1
2,0,0,3,1,0,328,9,1,0,95.4,0,1
2,0,1,2,1,0,273,5,0,0,95.0,0,1
1,0,0,1,1,0,19,8,1,0,99.2,0,1
3,0,0,1,1,0,178,8,1,0,128.7,0,1
2,2,2,2,1,0,198,7,0,0,136.5,1,1
2,2,0,2,1,1,169,8,1,0,212.86,2,1
2,0,1,2,2,0,418,9,0,0,107.0,0,1
1,0,0,2,1,0,188,6,1,0,130.0,0,1
1,0,0,1,1,0,0,5,1,0,135.0,0,1
1,0,1,2,1,0,269,11,2,0,106.0,0,1
2,0,0,4,0,0,93,6,1,0,128.78,0,1
1,0,2,5,1,0,102,7,1,0,99.9,0,1
1,0,5,15,0,0,90,7,1,0,48.6,0,1
2,2,1,4,1,0,44,10,1,0,208.62,0,1
2,2,1,3,1,0,73,8,1,0,207.9,0,1
2,0,1,2,1,0,12,11,1,0,108.67,0,1
2,0,0,2,0,0,65,3,1,0,94.5,0,1
3,0,1,4,1,0,73,7,1,0,150.3,0,1
2,0,0,2,2,0,377,10,1,0,115.0,1,1
2,0,2,5,1,0,18,8,1,0,98.57,2,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,1,2,1,0,290,6,0,0,72.0,0,1
2,2,2,1,1,1,229,8,1,0,177.3,2,1
2,0,0,2,1,0,297,9,1,0,118.0,1,1
1,0,0,1,1,0,47,4,1,0,99.9,0,1
1,1,0,1,1,0,159,8,1,0,105.3,0,1
2,0,1,2,1,0,66,10,1,0,75.0,0,1
2,0,0,3,1,0,105,10,0,0,75.0,0,1
3,0,1,2,1,0,40,4,1,0,150.3,0,1
2,0,0,2,2,0,346,9,0,0,115.0,1,1
2,1,1,2,1,0,91,5,1,0,140.4,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,0,2,1,1,188,9,1,0,135.9,2,1
2,0,2,6,0,0,11,8,1,0,139.0,0,1
2,0,0,2,1,0,248,5,1,0,118.0,0,1
2,0,0,1,1,0,14,7,1,0,151.0,0,1
2,0,0,3,1,0,240,6,1,0,106.2,0,1
2,0,1,3,0,0,43,12,1,0,74.8,0,1
2,0,0,4,1,0,153,10,0,0,89.76,0,1
3,0,0,2,1,0,17,6,1,0,177.0,0,1
2,2,3,5,1,0,7,9,1,0,251.5,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,1,2,1,0,193,6,0,0,120.0,0,1
2,0,0,2,1,0,308,11,0,0,52.0,0,1
2,0,1,2,1,0,233,9,1,0,138.13,1,1
1,0,2,1,1,0,110,10,1,0,80.0,0,1
2,0,1,2,2,0,418,9,1,0,107.0,0,1
2,0,1,3,1,0,184,10,1,0,128.7,2,1
1,1,2,5,1,0,209,8,1,0,106.25,0,1
2,1,0,3,1,0,171,8,1,0,121.5,0,1
3,0,1,3,1,0,156,10,1,0,122.63,2,1
3,0,0,2,1,0,55,6,1,0,159.3,0,1
2,2,2,2,1,0,144,5,1,0,177.65,1,1
3,0,2,1,1,0,34,10,1,0,170.4,1,1
2,0,1,1,1,0,111,5,1,0,140.4,1,1
2,0,1,0,1,0,141,9,0,0,90.0,0,1
1,0,2,2,1,0,163,6,0,0,100.0,0,1
2,0,2,5,0,0,166,8,1,0,89.25,0,1
2,0,4,6,1,0,93,10,1,0,129.51,0,1
2,0,1,2,1,0,111,7,1,0,76.5,1,1
2,0,1,1,1,0,174,10,0,0,70.0,0,1
2,0,1,4,1,0,159,9,1,0,133.2,1,1
